,pais,Edad,Educacion,Corrupcion,Democracia,Sexo,Satisfaccion,Economia,Soborno,Educacion_Niveles,Gini,Cor.politic,PIB
1855,Bolivia,30,17,3,2,Hombre,1,1,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1856,Bolivia,27,17,2,2,Mujer,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1857,Bolivia,27,16,4,3,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1858,Bolivia,28,12,5,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1859,Bolivia,52,8,3,1,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1860,Bolivia,35,17,5,2,Mujer,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1861,Bolivia,62,12,4,3,Hombre,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1862,Bolivia,55,9,3,3,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1863,Bolivia,35,10,4,2,Hombre,2,3,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1864,Bolivia,25,17,4,2,Hombre,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1865,Bolivia,30,17,4,3,Hombre,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1866,Bolivia,49,15,4,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1867,Bolivia,25,16,5,2,Hombre,1,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1868,Bolivia,32,17,5,3,Hombre,1,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1869,Bolivia,29,17,5,4,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1870,Bolivia,74,10,3,2,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1871,Bolivia,55,12,3,2,Hombre,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1872,Bolivia,33,17,4,3,Hombre,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1873,Bolivia,46,18,5,3,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1874,Bolivia,30,3,2,1,Mujer,1,1,1,Básica,48.06000137,0.542510986,4023.870117
1875,Bolivia,29,12,4,3,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1876,Bolivia,30,12,3,2,Hombre,1,3,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1877,Bolivia,39,10,3,2,Hombre,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1878,Bolivia,41,17,5,4,Hombre,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1879,Bolivia,24,18,4,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1880,Bolivia,30,17,4,3,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1881,Bolivia,59,17,4,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1882,Bolivia,46,17,3,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1883,Bolivia,34,10,3,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1884,Bolivia,30,12,3,2,Mujer,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1885,Bolivia,27,12,4,4,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1886,Bolivia,22,15,5,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1887,Bolivia,23,15,3,2,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1888,Bolivia,40,12,3,2,Mujer,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1889,Bolivia,31,16,5,2,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1890,Bolivia,25,12,2,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1891,Bolivia,23,18,5,4,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1892,Bolivia,48,5,1,3,Hombre,4,3,0,Básica,48.06000137,0.542510986,4023.870117
1893,Bolivia,34,17,5,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1894,Bolivia,41,17,4,3,Mujer,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1895,Bolivia,24,17,4,2,Mujer,4,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1896,Bolivia,36,4,4,3,Mujer,2,3,1,Básica,48.06000137,0.542510986,4023.870117
1897,Bolivia,25,15,4,3,Mujer,2,1,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1898,Bolivia,52,4,4,3,Mujer,1,3,0,Básica,48.06000137,0.542510986,4023.870117
1899,Bolivia,26,13,3,1,Mujer,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1900,Bolivia,30,12,2,4,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1901,Bolivia,30,12,4,3,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1902,Bolivia,26,9,5,3,Hombre,1,2,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1903,Bolivia,30,17,4,3,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1904,Bolivia,85,12,4,2,Hombre,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1905,Bolivia,46,16,4,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1906,Bolivia,60,17,2,3,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1907,Bolivia,38,8,5,4,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1908,Bolivia,38,17,4,3,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1909,Bolivia,41,6,4,4,Mujer,2,3,0,Básica,48.06000137,0.542510986,4023.870117
1910,Bolivia,33,7,5,2,Hombre,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1911,Bolivia,32,17,5,2,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1912,Bolivia,45,15,4,4,Hombre,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1913,Bolivia,53,12,5,2,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1914,Bolivia,25,12,4,3,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1915,Bolivia,63,8,4,2,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1916,Bolivia,19,12,3,2,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1917,Bolivia,47,17,4,3,Hombre,3,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1918,Bolivia,28,12,2,2,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1919,Bolivia,31,16,5,3,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1920,Bolivia,39,13,4,3,Mujer,2,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1921,Bolivia,27,12,4,3,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1922,Bolivia,21,15,5,4,Mujer,3,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1923,Bolivia,50,1,3,3,Mujer,4,1,0,Básica,48.06000137,0.542510986,4023.870117
1924,Bolivia,21,16,4,2,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1925,Bolivia,52,17,2,3,Hombre,2,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1926,Bolivia,45,18,3,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1927,Bolivia,32,11,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1928,Bolivia,36,18,5,3,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1929,Bolivia,30,12,3,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1930,Bolivia,46,10,4,3,Hombre,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1931,Bolivia,27,10,4,3,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1932,Bolivia,46,9,5,3,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1933,Bolivia,18,7,5,2,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1934,Bolivia,78,0,2,3,Hombre,1,2,0,Sin estudios,48.06000137,0.542510986,4023.870117
1935,Bolivia,53,7,5,3,Mujer,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1936,Bolivia,30,12,4,2,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1937,Bolivia,77,12,3,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1938,Bolivia,37,18,4,4,Hombre,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1939,Bolivia,28,17,4,3,Mujer,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1940,Bolivia,30,17,3,3,Mujer,3,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1941,Bolivia,21,12,4,2,Mujer,2,1,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1942,Bolivia,53,15,4,4,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1943,Bolivia,70,6,3,2,Hombre,2,2,1,Básica,48.06000137,0.542510986,4023.870117
1944,Bolivia,35,12,5,3,Hombre,3,2,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1945,Bolivia,57,6,4,3,Hombre,2,3,0,Básica,48.06000137,0.542510986,4023.870117
1946,Bolivia,70,5,3,2,Hombre,2,2,0,Básica,48.06000137,0.542510986,4023.870117
1947,Bolivia,46,12,5,3,Mujer,2,3,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1948,Bolivia,51,11,4,3,Mujer,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1949,Bolivia,56,12,5,2,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1950,Bolivia,42,15,4,3,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1951,Bolivia,39,17,2,2,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1952,Bolivia,35,0,4,3,Mujer,2,3,0,Sin estudios,48.06000137,0.542510986,4023.870117
1953,Bolivia,21,8,3,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1954,Bolivia,21,17,4,3,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1955,Bolivia,65,18,4,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1956,Bolivia,44,4,4,2,Mujer,2,1,0,Básica,48.06000137,0.542510986,4023.870117
1957,Bolivia,38,5,5,4,Mujer,2,3,0,Básica,48.06000137,0.542510986,4023.870117
1958,Bolivia,46,14,5,3,Mujer,3,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1959,Bolivia,66,6,3,3,Hombre,2,2,0,Básica,48.06000137,0.542510986,4023.870117
1960,Bolivia,20,12,5,2,Hombre,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1961,Bolivia,28,12,3,2,Hombre,1,1,1,Media/secundaria,48.06000137,0.542510986,4023.870117
1962,Bolivia,58,10,2,1,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1963,Bolivia,29,8,5,3,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1964,Bolivia,33,17,1,1,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1965,Bolivia,20,11,3,2,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1966,Bolivia,66,10,3,2,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1967,Bolivia,30,16,4,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1968,Bolivia,31,16,5,3,Hombre,2,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1969,Bolivia,18,12,3,1,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1970,Bolivia,35,17,4,3,Hombre,3,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1971,Bolivia,40,10,4,4,Hombre,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1972,Bolivia,40,9,3,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1973,Bolivia,30,12,4,2,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1974,Bolivia,70,1,3,2,Hombre,1,2,0,Básica,48.06000137,0.542510986,4023.870117
1975,Bolivia,49,12,4,4,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1976,Bolivia,23,6,5,2,Mujer,1,3,0,Básica,48.06000137,0.542510986,4023.870117
1977,Bolivia,35,10,5,4,Hombre,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1978,Bolivia,20,15,4,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1979,Bolivia,30,13,5,3,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1980,Bolivia,27,12,5,3,Hombre,3,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1981,Bolivia,26,17,4,4,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1982,Bolivia,40,12,5,3,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1983,Bolivia,36,17,4,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1984,Bolivia,68,17,4,3,Hombre,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1985,Bolivia,64,0,3,2,Mujer,1,3,0,Sin estudios,48.06000137,0.542510986,4023.870117
1986,Bolivia,64,16,4,3,Mujer,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1987,Bolivia,21,12,2,2,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1988,Bolivia,35,12,4,3,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1989,Bolivia,33,12,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1990,Bolivia,22,16,4,3,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1991,Bolivia,37,4,5,3,Hombre,2,1,0,Básica,48.06000137,0.542510986,4023.870117
1992,Bolivia,19,12,3,2,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1993,Bolivia,26,14,4,1,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
1994,Bolivia,50,12,5,3,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1995,Bolivia,58,7,3,2,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1996,Bolivia,19,12,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1997,Bolivia,39,3,5,2,Mujer,3,3,1,Básica,48.06000137,0.542510986,4023.870117
1998,Bolivia,63,8,5,3,Mujer,3,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
1999,Bolivia,23,14,3,2,Mujer,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2000,Bolivia,50,17,5,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2001,Bolivia,43,12,4,2,Hombre,1,3,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2002,Bolivia,65,13,3,2,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2003,Bolivia,19,12,3,3,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2004,Bolivia,33,12,4,3,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2005,Bolivia,42,17,4,3,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2006,Bolivia,47,16,3,3,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2007,Bolivia,53,5,5,3,Hombre,2,2,0,Básica,48.06000137,0.542510986,4023.870117
2008,Bolivia,41,17,3,3,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2009,Bolivia,39,17,5,1,Hombre,3,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2010,Bolivia,21,12,4,2,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2011,Bolivia,39,12,4,2,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2012,Bolivia,56,3,4,2,Hombre,2,3,0,Básica,48.06000137,0.542510986,4023.870117
2013,Bolivia,43,17,4,2,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2014,Bolivia,22,12,2,2,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2015,Bolivia,30,17,4,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2016,Bolivia,33,12,4,3,Hombre,2,2,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2017,Bolivia,54,16,4,3,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2018,Bolivia,19,5,3,3,Hombre,2,1,0,Básica,48.06000137,0.542510986,4023.870117
2019,Bolivia,27,11,3,2,Mujer,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2020,Bolivia,19,14,5,3,Hombre,1,1,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2021,Bolivia,64,10,4,2,Hombre,1,1,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2022,Bolivia,21,12,4,4,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2023,Bolivia,47,17,4,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2024,Bolivia,60,3,4,3,Mujer,1,3,0,Básica,48.06000137,0.542510986,4023.870117
2025,Bolivia,42,12,5,3,Mujer,3,2,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2026,Bolivia,27,12,4,2,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2027,Bolivia,49,16,5,3,Mujer,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2028,Bolivia,38,7,3,2,Mujer,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2029,Bolivia,62,1,5,3,Mujer,3,3,0,Básica,48.06000137,0.542510986,4023.870117
2030,Bolivia,29,12,4,3,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2031,Bolivia,19,12,4,2,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2032,Bolivia,22,12,4,4,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2033,Bolivia,19,12,3,2,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2034,Bolivia,27,10,4,2,Hombre,2,3,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2035,Bolivia,38,7,5,2,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2036,Bolivia,62,10,5,4,Mujer,4,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2037,Bolivia,26,16,3,2,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2038,Bolivia,21,13,4,2,Hombre,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2039,Bolivia,33,12,4,3,Mujer,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2040,Bolivia,19,9,3,2,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2041,Bolivia,40,5,2,3,Mujer,2,2,0,Básica,48.06000137,0.542510986,4023.870117
2042,Bolivia,27,12,5,3,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2043,Bolivia,36,12,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2044,Bolivia,53,3,5,1,Mujer,1,3,0,Básica,48.06000137,0.542510986,4023.870117
2045,Bolivia,32,15,4,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2046,Bolivia,64,10,5,4,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2047,Bolivia,19,12,4,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2048,Bolivia,59,12,2,3,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2049,Bolivia,28,5,2,2,Hombre,2,1,0,Básica,48.06000137,0.542510986,4023.870117
2050,Bolivia,46,2,3,1,Mujer,3,3,0,Básica,48.06000137,0.542510986,4023.870117
2051,Bolivia,54,7,3,1,Hombre,1,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2052,Bolivia,19,13,3,3,Hombre,1,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2053,Bolivia,43,12,4,3,Mujer,4,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2054,Bolivia,31,14,5,3,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2055,Bolivia,55,6,3,1,Mujer,2,1,0,Básica,48.06000137,0.542510986,4023.870117
2056,Bolivia,75,5,5,1,Hombre,2,1,0,Básica,48.06000137,0.542510986,4023.870117
2057,Bolivia,62,5,4,2,Mujer,3,3,0,Básica,48.06000137,0.542510986,4023.870117
2058,Bolivia,30,17,5,4,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2059,Bolivia,24,12,5,2,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2060,Bolivia,52,5,4,3,Mujer,3,3,0,Básica,48.06000137,0.542510986,4023.870117
2061,Bolivia,23,7,5,2,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2062,Bolivia,20,7,4,3,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2063,Bolivia,32,16,5,4,Mujer,2,3,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2064,Bolivia,24,12,4,4,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2065,Bolivia,56,12,2,3,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2066,Bolivia,73,8,5,2,Hombre,2,1,1,Media/secundaria,48.06000137,0.542510986,4023.870117
2067,Bolivia,29,15,4,2,Hombre,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2068,Bolivia,22,17,4,1,Mujer,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2069,Bolivia,34,3,5,3,Hombre,1,3,0,Básica,48.06000137,0.542510986,4023.870117
2070,Bolivia,21,12,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2071,Bolivia,72,1,4,2,Hombre,4,1,0,Básica,48.06000137,0.542510986,4023.870117
2072,Bolivia,40,9,2,3,Hombre,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2073,Bolivia,25,13,4,3,Mujer,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2074,Bolivia,19,13,4,2,Hombre,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2075,Bolivia,60,8,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2076,Bolivia,59,2,4,2,Hombre,2,2,0,Básica,48.06000137,0.542510986,4023.870117
2077,Bolivia,57,12,5,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2078,Bolivia,23,12,4,3,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2079,Bolivia,37,17,4,3,Hombre,2,1,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2080,Bolivia,22,18,2,3,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2081,Bolivia,25,18,4,2,Mujer,2,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2082,Bolivia,38,17,4,2,Hombre,2,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2083,Bolivia,23,17,4,3,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2084,Bolivia,63,6,3,1,Mujer,3,2,0,Básica,48.06000137,0.542510986,4023.870117
2085,Bolivia,33,12,5,3,Mujer,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2086,Bolivia,21,15,4,3,Hombre,1,3,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2087,Bolivia,22,12,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2088,Bolivia,42,15,4,3,Hombre,3,2,1,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2089,Bolivia,33,12,5,4,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2090,Bolivia,19,12,3,3,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2091,Bolivia,49,12,3,2,Mujer,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2092,Bolivia,44,9,5,3,Mujer,2,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2093,Bolivia,43,12,3,3,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2094,Bolivia,18,12,4,3,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2095,Bolivia,23,17,4,2,Hombre,2,1,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2096,Bolivia,18,11,4,3,Hombre,2,1,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2097,Bolivia,31,12,2,2,Hombre,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2098,Bolivia,38,17,2,3,Mujer,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2099,Bolivia,36,5,4,4,Mujer,2,3,0,Básica,48.06000137,0.542510986,4023.870117
2100,Bolivia,22,15,5,2,Hombre,2,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2101,Bolivia,59,15,2,2,Mujer,1,2,0,Educación superior/postgrados,48.06000137,0.542510986,4023.870117
2102,Bolivia,25,12,5,3,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2103,Bolivia,18,12,4,3,Mujer,1,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2104,Bolivia,60,2,4,3,Hombre,3,3,0,Básica,48.06000137,0.542510986,4023.870117
2105,Bolivia,72,0,4,3,Hombre,1,2,0,Sin estudios,48.06000137,0.542510986,4023.870117
2106,Bolivia,29,12,5,2,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2107,Bolivia,67,12,4,3,Hombre,3,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2108,Bolivia,36,9,4,2,Hombre,2,2,0,Media/secundaria,48.06000137,0.542510986,4023.870117
2109,Bolivia,36,10,3,3,Mujer,1,3,0,Media/secundaria,48.06000137,0.542510986,4023.870117
